equipment,tag_name,tag_count,tag_type
沈飞猎鹰,不懂保养汽车,36,行为
沈飞猎鹰,意外,36,行为
沈飞猎鹰,驾驶不当,36,行为
沈飞猎鹰,上次修理失当,36,行为
海虹QYJ5,弹簧,18,器件
海虹QYJ5,发动机,18,器件
海虹QYJ5,活塞环,18,器件
海虹QYJ5,汽车摆头,18,故障
海虹QYJ5,"发动机低速时的""吱吱""声",18,故障
海虹QYJ5,活塞环折断,18,故障
海虹QYJ5,不懂保养汽车,36,行为
海虹QYJ5,没有阅读说明书,18,行为
燕京YJ6501,排气管,144,器件
燕京YJ6501,点火开关,72,器件
燕京YJ6501,发动机,72,器件
燕京YJ6501,节温器,72,器件
燕京YJ6501,轮胎,72,器件
燕京YJ6501,喷油提前角,72,器件
燕京YJ6501,制动阀,72,器件
燕京YJ6501,气门,72,器件
燕京YJ6501,水温表,72,器件
燕京YJ6501,喷油器,72,器件
燕京YJ6501,风扇皮带,72,器件
燕京YJ6501,水温高,144,故障
燕京YJ6501,发动机故障,144,故障
燕京YJ6501,冒黑烟,72,故障
燕京YJ6501,启动困难,72,故障
燕京YJ6501,发动机噪声大,72,故障
燕京YJ6501,转向沉重,72,故障
燕京YJ6501,制动阀漏气故障,72,故障
燕京YJ6501,气门脚响,72,故障
燕京YJ6501,发动机动力不足,72,故障
燕京YJ6501,排气管冒黑烟,72,故障
燕京YJ6501,修理不当,216,行为
燕京YJ6501,意外,216,行为
燕京YJ6501,驾驶不当,144,行为
燕京YJ6501,没有阅读说明书,72,行为
燕京YJ6501,不懂保养汽车,72,行为
燕京YJ6501,责任心不强,72,行为
燕京YJ6501,操作分心,72,行为
爱丽舍,车内,6,器件
爱丽舍,车间异味,6,故障
爱丽舍,修理不当,6,行为
猎豹飞腾,螺栓,204,器件
猎豹飞腾,发动机,204,器件
猎豹飞腾,排气门,102,器件
猎豹飞腾,火花塞,102,器件
猎豹飞腾,通气口,102,器件
猎豹飞腾,输出泵,102,器件
猎豹飞腾,分电器,102,器件
猎豹飞腾,三元催化器,102,器件
猎豹飞腾,刹车线,102,器件
猎豹飞腾,消声器,102,器件
猎豹飞腾,油箱,102,器件
猎豹飞腾,保险丝,102,器件
猎豹飞腾,水泵,102,器件
猎豹飞腾,线,102,器件
猎豹飞腾,轴承盖螺栓,102,器件
猎豹飞腾,怠速不稳,408,故障
猎豹飞腾,发动机故障,306,故障
猎豹飞腾,输油泵故障,102,故障
猎豹飞腾,自动变速器不跳四档故障,102,故障
猎豹飞腾,刹车失灵,102,故障
猎豹飞腾,消声器爆裂,102,故障
猎豹飞腾,发动机机油消耗量过大,102,故障
猎豹飞腾,经常不来油,102,故障
猎豹飞腾,发动机间歇性无法启动,102,故障
猎豹飞腾,不能启动,102,故障
猎豹飞腾,水温高,102,故障
猎豹飞腾,灯常亮,102,故障
猎豹飞腾,修理不当,408,行为
猎豹飞腾,不定时检查车况,306,行为
猎豹飞腾,不懂保养汽车,204,行为
猎豹飞腾,没有阅读说明书,204,行为
猎豹飞腾,意外,204,行为
猎豹飞腾,上次修理失当,204,行为
猎豹飞腾,知道故障不修理,102,行为
猎豹飞腾,责任心不强,102,行为
茶花KQC1042B,发动机,48,器件
茶花KQC1042B,中控门锁,24,器件
茶花KQC1042B,真空阀,24,器件
茶花KQC1042B,制动气压不足,24,故障
茶花KQC1042B,中控门锁突然失灵故障,24,故障
茶花KQC1042B,无法启动,24,故障
茶花KQC1042B,制动时熄火,24,故障
茶花KQC1042B,驾驶不当,24,行为
茶花KQC1042B,不懂保养汽车,24,行为
茶花KQC1042B,操作分心,24,行为
茶花KQC1042B,上次修理失当,24,行为
解放CA1090,发动机,18,器件
解放CA1090,扭杆与变速器,18,器件
解放CA1090,制动踏板,18,器件
解放CA1090,发动机不能起动,18,故障
解放CA1090,扭杆弹力失准与变速器故障,18,故障
解放CA1090,踩制动踏板时大灯亮,18,故障
解放CA1090,意外,36,行为
解放CA1090,操作分心,18,行为
解放CA1090汽车,水箱,6,器件
解放CA1090汽车,水箱开锅,6,故障
解放CA1090汽车,意外,6,行为
解放CA1091汽车,分电器盖,36,器件
解放CA1091汽车,电枢轴,36,器件
解放CA1091汽车,万向十字轴,36,器件
解放CA1091汽车,活塞,36,器件
解放CA1091汽车,机油尺,36,器件
解放CA1091汽车,消音器,36,器件
解放CA1091汽车,分电器盖窜气故障,36,故障
解放CA1091汽车,电枢轴脱焊造成起动机空转,36,故障
解放CA1091汽车,万向十字轴磨损导致动力不足,36,故障
解放CA1091汽车,活塞环折断,36,故障
解放CA1091汽车,机油尺屡次跳出,36,故障
解放CA1091汽车,消声器爆裂,36,故障
解放CA1091汽车,没有阅读说明书,72,行为
解放CA1091汽车,驾驶不当,72,行为
解放CA1091汽车,不懂保养汽车,36,行为
解放CA1091汽车,不定时检查车况,36,行为
解放CA1092汽车,燃爆限制器,6,器件
解放CA1092汽车,发动机工作不良,6,故障
解放CA1092汽车,修理不当,6,行为
赛欧,喷油头,6,器件
赛欧,点火困难,6,故障
赛欧,操作分心,6,行为
跃进NJ1041MS,发电机,96,器件
跃进NJ1041MS,发动机,96,器件
跃进NJ1041MS,混合气,48,器件
跃进NJ1041MS,点火开关,48,器件
跃进NJ1041MS,制动阀,48,器件
跃进NJ1041MS,排气管,48,器件
跃进NJ1041MS,怠速不稳,48,故障
跃进NJ1041MS,发动机工作不正常,48,故障
跃进NJ1041MS,冷启动困难,48,故障
跃进NJ1041MS,发电机不发电故障,48,故障
跃进NJ1041MS,使用制动后不发电,48,故障
跃进NJ1041MS,制动阀漏气故障,48,故障
跃进NJ1041MS,排气管冒黑烟,48,故障
跃进NJ1041MS,发动机无法启动,48,故障
跃进NJ1041MS,操作分心,96,行为
跃进NJ1041MS,粗心,96,行为
跃进NJ1041MS,意外,48,行为
跃进NJ1041MS,知道故障不修理,48,行为
跃进NJ1041MS,不懂保养汽车,48,行为
跃进NJ1041MS,没有阅读说明书,48,行为
远达SCZ3090CA,压力开关,12,器件
远达SCZ3090CA,气门脚,12,器件
远达SCZ3090CA,空调压缩机跳动,12,故障
远达SCZ3090CA,发动机故障,12,故障
远达SCZ3090CA,不懂保养汽车,12,行为
远达SCZ3090CA,驾驶不当,12,行为
远达SCZ5090GJYEQ,化油器,18,器件
远达SCZ5090GJYEQ,蓄电池,18,器件
远达SCZ5090GJYEQ,输出泵,18,器件
远达SCZ5090GJYEQ,化油器故障,18,故障
远达SCZ5090GJYEQ,蓄电池突然损坏,18,故障
远达SCZ5090GJYEQ,输油泵故障,18,故障
远达SCZ5090GJYEQ,粗心,36,行为
远达SCZ5090GJYEQ,不懂保养汽车,18,行为
远达SCZ5100,发动机,24,器件
远达SCZ5100,起动机,24,器件
远达SCZ5100,汽油发动机,24,器件
远达SCZ5100,空调,24,器件
远达SCZ5100,配气相位严重错乱,24,故障
远达SCZ5100,起动机无反应,24,故障
远达SCZ5100,汽油发动机故障,24,故障
远达SCZ5100,空调不制冷,24,故障
远达SCZ5100,粗心,48,行为
远达SCZ5100,不定时检查车况,24,行为
远达SCZ5100,驾驶不当,24,行为
铁马XC2200,扁线束,6,器件
铁马XC2200,脱档,6,故障
铁马XC2200,操作分心,6,行为
铁马XC2200方舱车,分电器断电臂,18,器件
铁马XC2200方舱车,发动机,18,器件
铁马XC2200方舱车,螺栓,18,器件
铁马XC2200方舱车,熄火,18,故障
铁马XC2200方舱车,故障灯闪烁,18,故障
铁马XC2200方舱车,发动机故障,18,故障
铁马XC2200方舱车,不懂保养汽车,18,行为
铁马XC2200方舱车,操作分心,18,行为
铁马XC2200方舱车,知道故障不修理,18,行为
铁马XC2200舟桥车,混合气,270,器件
铁马XC2200舟桥车,化油器,180,器件
铁马XC2200舟桥车,发动机,180,器件
铁马XC2200舟桥车,喷油泵,90,器件
铁马XC2200舟桥车,钢板弹簧栓,90,器件
铁马XC2200舟桥车,保险丝,90,器件
铁马XC2200舟桥车,离合器,90,器件
铁马XC2200舟桥车,轮轴螺孔,90,器件
铁马XC2200舟桥车,链条,90,器件
铁马XC2200舟桥车,空调,90,器件
铁马XC2200舟桥车,钢板弹簧U型固定螺栓,90,器件
铁马XC2200舟桥车,启动困难,270,故障
铁马XC2200舟桥车,怠速不稳,270,故障
铁马XC2200舟桥车,发动机异响,180,故障
铁马XC2200舟桥车,制动跑偏,180,故障
铁马XC2200舟桥车,离合器异响,90,故障
铁马XC2200舟桥车,化油器保养不当,90,故障
铁马XC2200舟桥车,造成连续烧瓦,90,故障
铁马XC2200舟桥车,无法启动故障,90,故障
铁马XC2200舟桥车,空调不致冷,90,故障
铁马XC2200舟桥车,没有阅读说明书,270,行为
铁马XC2200舟桥车,不懂保养汽车,180,行为
铁马XC2200舟桥车,修理不当,180,行为
铁马XC2200舟桥车,知道故障不修理,180,行为
铁马XC2200舟桥车,驾驶不当,180,行为
铁马XC2200舟桥车,责任心不强,90,行为
铁马XC2200舟桥车,粗心,90,行为
铁马XC2200舟桥车,操作分心,90,行为
铁马XC2200舟桥车,意外,90,行为
铁马XC2200载重车,发动机,180,器件
铁马XC2200载重车,激磁二极管,90,器件
铁马XC2200载重车,电脑模块,90,器件
铁马XC2200载重车,凸轮轴,90,器件
铁马XC2200载重车,变速箱电脑,90,器件
铁马XC2200载重车,水泵,90,器件
铁马XC2200载重车,传动皮带,90,器件
铁马XC2200载重车,散热器,90,器件
铁马XC2200载重车,起动机轴承,90,器件
铁马XC2200载重车,油泵,90,器件
铁马XC2200载重车,点火开关,90,器件
铁马XC2200载重车,汽油管路及汽油泵,90,器件
铁马XC2200载重车,节温器,90,器件
铁马XC2200载重车,化油器,90,器件
铁马XC2200载重车,启动困难,180,故障
铁马XC2200载重车,水温高,180,故障
铁马XC2200载重车,充电指示灯不熄灭,90,故障
铁马XC2200载重车,熄火，发动机故障,90,故障
铁马XC2200载重车,发动机回火,90,故障
铁马XC2200载重车,交流发电机充电电流不稳定,90,故障
铁马XC2200载重车,散热器开关,90,故障
铁马XC2200载重车,"起动困难 ",90,故障
铁马XC2200载重车,发动机机油消耗量过大,90,故障
铁马XC2200载重车,油泵破裂,90,故障
铁马XC2200载重车,冷启动困难,90,故障
铁马XC2200载重车,排除气阻故障,90,故障
铁马XC2200载重车,化油器严重回火故障,90,故障
铁马XC2200载重车,操作分心,270,行为
铁马XC2200载重车,不定时检查车况,270,行为
铁马XC2200载重车,意外,270,行为
铁马XC2200载重车,知道故障不修理,180,行为
铁马XC2200载重车,上次修理失当,90,行为
铁马XC2200载重车,责任心不强,90,行为
铁马XC2200载重车,驾驶不当,90,行为
铁马XC2200载重车,粗心,90,行为
长丰猎豹,齿轮,84,器件
长丰猎豹,离合器,42,器件
长丰猎豹,风扇叶片,42,器件
长丰猎豹,启动机开关,42,器件
长丰猎豹,进气管,42,器件
长丰猎豹,油箱,42,器件
长丰猎豹,发动机故障,84,故障
长丰猎豹,熄火,84,故障
长丰猎豹,离合器发料,42,故障
长丰猎豹,水温高,42,故障
长丰猎豹,怠速不稳,42,故障
长丰猎豹,责任心不强,84,行为
长丰猎豹,没有阅读说明书,84,行为
长丰猎豹,修理不当,42,行为
长丰猎豹,操作分心,42,行为
长丰猎豹,上次修理失当,42,行为
雪佛兰子弹头客车,故障灯,6,器件
雪佛兰子弹头客车,故障灯无故亮起,6,故障
雪佛兰子弹头客车,责任心不强,6,行为
雪佛兰柯西,喷油头,6,器件
雪佛兰柯西,点火困难,6,故障
雪佛兰柯西,上次修理失当,6,行为
风神蓝鸟,转换器,6,器件
风神蓝鸟,动力不足,6,故障
风神蓝鸟,操作分心,6,行为
骊山LS6911,空调,12,器件
骊山LS6911,发动机,12,器件
骊山LS6911,空调故障,12,故障
骊山LS6911,发动不着,12,故障
骊山LS6911,修理不当,12,行为
骊山LS6911,上次修理失当,12,行为
黄河DD3090JFZ,蓄电池,18,器件
黄河DD3090JFZ,分离轴承,18,器件
黄河DD3090JFZ,从动盘,18,器件
黄河DD3090JFZ,离合器异响,36,故障
黄河DD3090JFZ,发动机无法启动,18,故障
黄河DD3090JFZ,没有阅读说明书,36,行为
黄河DD3090JFZ,驾驶不当,18,行为
黄河DD5100GJY,发动机,6,器件
黄河DD5100GJY,怠速不稳且不易起动,6,故障
黄河DD5100GJY,责任心不强,6,行为
黄河DD510GYY,发动机,36,器件
黄河DD510GYY,气门,18,器件
黄河DD510GYY,缺门反复发响,18,故障
黄河DD510GYY,发动机更换气缸后无法起动,18,故障
黄河DD510GYY,刚大修的发动机严重烧润滑铀,18,故障
黄河DD510GYY,责任心不强,18,行为
黄河DD510GYY,意外,18,行为
黄河DD510GYY,上次修理失当,18,行为
