id,title,reason,description,create_time,equipment,location,gz_tag,qj_tag,xw_tag
2693, EQ1090型汽车异响,由于分电器低压导线大部分钢丝已折断，其横截面积大大减小，从而使初级电路的电阻明显增大，通过的电流则明显减小，致使点火线圈产生的高压不足。这样，当发动机温度低时，虽然起动较困难，车辆还基本能正常行驶；随着行驶里程的增加，发动机温度升高后点火线圈的温度也随之升高，其电阻值便随温度的升高而增大，结果点火线圈产生的高压电就更加不足，致使高压火花更弱甚至断火，气缸中的可燃混合气便不能燃烧或燃烧不完全。当这些未被点燃或未完全燃烧的可燃混合气排人消声器后，一旦遇到废气中的火星就会爆燃。这就是该车在行驶一段路程后出现“放炮” 的原因。,一辆EQ1090型汽车，行驶中排气消声器老“放炮”，检查发现分电器触点有烧蚀现象。用砂条修磨触点并调间隙整后发动机起动、运转均正常，但行驶约50公里，排气消声器又出现“放炮”现象。,2017/3/12 0:00,EQ1090型汽车,北京,异响,混合气,驾驶不当
2694, EQ1090型行驶无力,由于该车变速器2、3挡同步器齿套前、后不对称，即其一面有9毫米的凸肩，另一面则无此凸肩，当将其装反后，会使齿套向凸肩相反的方向移动9毫米。这个距离正好可将2、3挡变速叉置于2、3挡齿套外，虽然变速器盖仍能装上，装复后挂2挡变速杆也能到位，但变速杆拨动2、3挡变速叉时，2、3挡同步器齿套并未随之移动，所以无动力输出。,一辆EQ1090型汽车，大修后试车时挂2挡变速杆能到位，但无动力输出；挂3档时却挂不进去，其它挡工作均正常。,2017/3/12 0:00,EQ1090型汽车,北京,行驶无力,变速器,责任心不强
2695, EQ1090型转向困难,用三角木塞在左前轮后方，起动发动机后向后倒车，使钢板弹簧回位，然后紧固U型螺栓。经试车，故障已消失。由于左钢板弹簧U型螺栓松动，造成该钢板弹簧后移，这样，汽车左转弯时就因轮胎与钢板弹簧摩擦而出现转向不足的故障。,一辆 EQ1090型汽车，山路行驶时出现一边转向不足的故障，正常情况下打一把转向盘就可通过的弯道，需要打几把并倒车后才能通过。,2017/3/12 0:00,EQ1090型汽车,北京,转向困难,车垫,没有阅读说明书
2696, EQ1090型启动困难,更换该绝缘垫后，经试车，故障已排除。由于发电机中性点接柱与发电机电枢线圈连通，导致起动复合继电器中性点接柱电压过高，促使充电指示继电器发生动作，切断了起动继电器的电路，起动开关便不起作用，起动机也就不转了。,一辆 EQ1090型汽车，打开点火开关充电指示灯能亮，但把起动开关转到起动位置起动机却不转动。,2017/3/30 0:00,EQ1090型汽车,北京,启动困难,起动机,操作分心
2697, EQ1090型怠速不稳,由于该车分电器低压线接柱与活动触点臂弹片间的连线接触不良，发动机不工作或低速运转时，在没有震动或轻微震动情况下，通过的低压电流还能使中央高压线产生较强的火花；而随着发动机转速的升高或车辆行驶速度加快，震动随之加剧，接触不良的情况便更加严重，致使高压火花时强时弱甚至断火，车辆即出现上述故障。,一辆 EQ1090型载货车，低速时发动机运转正常，而在中速以上则工作不稳，有抖振现象，且化油器回火、消声器放炮和冒黑烟，其症状有点象多缸火花塞工作不良。尤其在重载时动力明显不足，车速不能随油门加大而迅速提高，甚至无法正常行驶。,2017/3/30 0:00,EQ1090型汽车,北京,怠速不稳,发动机,上次修理失当
2698,EQ1141G2八平柴汽车容易熄火,该车采用的循环球式转向器由两个传动副组成,一辆EQ1090型汽车，行驶中转动转向盘时重时轻。,2017/3/30 0:00,EQ1090型汽车,北京,方向盘故障,方向盘,没有阅读说明书
2699, EQ1090型方向盘故障,由于该车容电器的绝缘盖板中央引出导线的端头与铝箔纸连接不牢，发动机低速时，触点闭合时间较长，初级线圈中通过的电流较大，基本能保证点火所需的火花强度；而发动机转速增高时，触点闭合的时间相对缩短，通过的电流随之减小，以至不能保证火花塞两极间的跳火强度，发动机便不能正常工作，甚至熄火。,一辆 EQ1090型新车，低速行驶一切正常，但踩下加速踏板加油时很难加速，爬坡感觉没劲，而且排气管发吐、冒黑烟，发动机突然熄火后起动很困难。,2017/3/30 0:00,EQ1090型汽车,北京,容易熄火,发电机,上次修理失当
2700, EQ1090型容易熄火,由于该车经常行驶在不平道路上，长时间的剧烈颠簸，造成离合器总泵进油管接头破裂漏油，并使液压管路中进人了空气，离合器操纵系统便不能正常工作，从而造成换挡困难。,一辆 EQll08G6D型柴油车，行驶约2 000公里后，行车时换挡十分困难，停车后换挡仍很困难。,2017/3/30 0:00,EQll08G6D型柴油车,北京,换挡困难,储油罐,驾驶不当
2701, EQll08G6D型柴油车换挡困难,因为 EQ1030型汽车对高压火花的要求比较高，必须有蓝色的强火花，发动机才能顺利起动并正常工作。由此提醒我们，排除故障时既要遵循一般规律，采用通常的办法，又要根据不同的车型、不同的要求，针对具体情况进行分析研究，才能快速、准确地解决问题。,一辆EQ1030轻型客货两用汽车，正常行驶中熄火后，发动机再也无法起动。,2017/3/30 0:00,EQ1090型汽车,北京,容易熄火,车垫,操作分心
2702, EQ1090型容易熄火,由于该车点火线圈上附加电阻两端的低压导线接错，发动机工作时，在初级电路中就不再串联附加电阻；附加电阻不起作用后，便使初级电流增大，因此容易烧蚀断电器触点。,一辆EQ1090型载货车，因火花塞跳火弱而更换了点火线圈，但行驶不到200公里，就烧毁了3副断电器触点，有时甚至将触点烧掉。,2017/3/30 0:00,EQ1090型汽车,北京,触点烧蚀,点火线圈,不懂保养汽车
2703, EQ1090型断电器触点烧蚀,这 3辆车均在川藏公路执行运输任务，驾驶员亦是第一次驾驶该型车，在同样的环境。同样的条件下出现同样的故障，基本上可以排除产品质量造成的问题。笔者认为，出现上述故障现象，有二个主要原因,3辆长年在川藏公路行驶的EQll08G型汽车，离合器先后出现打滑现象，并逐渐失去离合功能。,2017/3/30 0:00,EQll08G型汽车,西藏,换挡困难,离合器,粗心
2704,SY132型行驶无力,根据设计原理，此电阻线的作用主要是自动调节、稳定初级电流和改善发动机点火系的性能，其电阻值应能随温度升高而迅速增大、随温度降低而迅速减小，所以对该电阻线是有特殊要求的。而驾驶员更换此电阻线时，并未考虑其特殊性，只是随意换上了一根普通电阻线，致使无法满足随温度升高电阻值应迅速增大的要求，点火线圈便因“＋”接柱上电流增加而过热，造成了高速断火故障。由此提醒车辆驾驶和维修人员，在车辆电器维修中，要切实弄清各机（零）件的作用和性能，并按标准和要求选择配件，切不可随意更换，以免造成人为故障。,某部一辆EQ2080型汽车，执行任务过程中出现发动机高速断火现象，而且点火线圈过热。,2017/3/30 0:00,EQ2080型汽车,北京,容易熄火,发动机,不懂保养汽车
2705, EQll08G型汽车换挡困难,正常情况下，润滑油从外壳座的进油孔进人后，沿着外壳座与滤清器圆周分布的圆孔进人滤芯与外壳内壁之间的空腔，经过纸质滤芯滤去杂质后，沿着滤芯中心孔上流，经外壳座的出油口进人主油道。当滤清器与外壳座的型号不一致时，外壳座的油孔与滤清器上的进油孔便不能完全相对，使得滤清器上的进油孔被部分遮挡，导致进人润滑油滤清器和主油道的机油量减少，从而出现润滑油压力低的故障。,一辆EQll08型柴油汽车，发动机在额定转速时，润滑油压力始终在150千帕（标准值应为397千帕），致使汽车无法正常行驶。,2017/4/9 0:00,EQll08型柴油汽车,北京,行驶无力,发动机,不定时检查车况
2706,EQ2080型汽车容易熄火,因炊事挂车导线插头与主车插座各插孔的电流通路不一致，当开右转向灯时，右转向灯的电流到达主车后插孔时恰好与炊事挂车线束的搭铁线相连，于是出现了右转向搭铁故障，从而烧坏了转向闪光器。,一辆EQll08G型柴油车，一次出车前发现左转向灯正常，但打开右转向灯开关灯却不亮，且出现焦臭味。,2017/4/9 0:00,EQll08G型柴油车,北京,车灯不亮,车灯,驾驶不当
2707,EQll08型柴油汽车行驶无力,依据挂车制动阀的工作原理，车辆正常行驶时，由手控间来的压缩气体在挂车制动阀的中腔保持一定压力，使膜片带动阀芯下移将挂车制动阀的上腔排气门打开，排出挂车制动管路的压缩气体，解除挂车制动效能，并保持弹簧制动器的压力，解除驻车制动效能。当挂车制动阀下腔室膜片破损后，由手控问来的压缩气体从膜片下方通往中、后桥制动管路（控制阀第二回路）的通气孔进人双腔制动控制阀和挂车制动阀上腔室，因此出现双腔制动控制阀和挂车制动阀漏气现象。同时，进人中、后桥制动管路的部分压缩气体的压力作用在中、后桥气压制动继动阀上，使其部分开启，储气筒的压缩气体便经制动继动阀和快放阀进人中、后桥制动气室，使中、后桥制动器产生并保持制动效能，且随储气筒压力大小而变化；又因管路漏气使气压表指数下降迅速，当降至无法克服弹簧制动器的弹簧张力时，驻车制动器即产生制动作用，致使弹簧制动器和中、后桥制动毅发烫，车辆行驶困难，发动机负荷增加，排气管冒黑烟等现象。拉起弹簧制动器手控阀，驻车制动处于制动状态时，手控间进气门关闭、排气门打开（排出弹簧制动器内压缩空气）。此时，由手控间至挂车制动阀管路内无压缩空气来源，待管路内原有压缩气体漏完后，中、后桥气压制动继动阀上便无压缩气体作用，中、后桥制动气室中的压缩气体即由快放阀排出，前述制动作用解除，漏气现象随之消失。遇此故障，也可在拆除驻车制动联动装置的情况下，拉起弹簧制动器的手控间手柄作为急救措施。,一辆EQ2102型越野汽车，行驶中突然气压过低、蜂鸣器断续报警，且行驶很困难，同时伴有双腔制动控制阀和挂车制动阀漏气、气压上升慢、排气管冒黑烟等现象。停车后拉起弹簧制动器手控阀手柄并锁定，双腔制动控制阀和挂车制动阀漏气声即消失，触摸弹簧制动器和中、后桥制动器，有烫手感。,2017/4/9 0:00,EQ2102型,北京,行驶无力,制动阀,责任心不强
2708,EQll08G型柴油车车灯不亮,由于起动机“B”接柱火线烧断一半，致使其电阻增大，通过的电流减小，起动机的转矩与转速下降，故转动无力，且指示灯发暗。此故障排除后，由于起动机型号不对，驱动齿轮的齿数不同，用起动机起动发动机时，便因起动机驱动齿轮不能与飞轮齿圈完全啮合而出现撞击声，且发动机不能起动。,一辆 EQ1090E型汽车，更换起动机后用起动机起动发动机时，起动机驱动齿轮与飞轮齿圈有撞击声，发动机不能起动，且指示灯发暗，用起动电源也解决不了问题。,2017/4/9 0:00,EQ1090E型汽车,北京,启动困难,起动机,知道故障不修理
2709,EQ2102型行驶无力,飞轮壳破裂除质量原因外，一般是由于固定螺栓松动或其拧紧力矩不一，使其受力不均，致使工作中出现严重冲击、抖动造成的。该车故障则是由于大修发动机时，离合器压盘的平衡块没有按规定位置安装，致使工作中因失去平衡而产生严重的冲击、抖动造成的。,一辆EQ1090型汽车，大修发动机后行驶不到 2 000公里，就发现离合器分离不彻底。,2017/4/9 0:00,EQ1090型汽车,北京,换挡困难,离合器,驾驶不当
2710,EQ1090E型汽车启动困难,正常情况下，随发动机转速的提高分电器离心块被甩开一定角度而使点火提前。由于该分电器轴端与凸轮间错装了弹簧垫圈，限位螺钉拧紧后凸轮就不能相对于轴自如转动，致使不能提前顶开触点而使点火提前，结果便形成了点火过迟的种种现象。由此告诫驾修人员，维修、保养汽车时，分解的零件一定要摆放有序，以免装错而影响总成、机件的性能。,一辆 EQ1090型汽车，保养后出现发动机不易起动，汽车行驶无力，加速时车速不能随之提高，且发闷、有时排气管放炮等现象。,2017/4/9 0:00,EQ1090型汽车,北京,行驶无力,发动机,操作分心
2711,EQ1090型汽车换挡困难,弧面碟形弹簧垫片正确安装时，其支承面因受锁紧螺母的正力矩而产生反作用力，起到自锁作用，达到了不用开口销锁止而安全可靠、安装方便的目的。若其方向装反，锁紧螺母就会自然松动，致使第二轴的轴向间隙变大，严重时将引起第二轴前、后窜动，作用力通过齿轮、拨叉轴、拨叉反作用于变速杆而引起跳挡。如不及时排除，不仅会引起3挡跳挡和4、5挡同步器不正常损坏，而且会造成4、5挡齿毂前端面与5挡齿毂后端面的严重磨损。,一辆 EQ1090型载货汽车，行驶中踩下或松开加速踏板时（即发动机负荷突变时），变速杆即从3挡跳人空挡。,2017/4/9 0:00,EQ1090型汽车,北京,换挡困难,离合器,不定时检查车况
2712,EQ1090型汽车行驶无力,对双腔膜片式制动阀来说，当限位杆未完全回位时，即相当于轻微制动状态，这时分管前轮制动的制动腔的阀门并未开启，所以2前轮没有出现制动“发咬”现象，只有很少量的压缩空气进人后桥2分泵。但由于2后轮制动回位弹簧的张力不等（左大右小），分泵内的少量压缩空气能将右后轮2制动蹄张开，却无法使左后轮2制动蹄张开，因而就出现了右后轮制动“发咬”的故障。,一辆EQ1090型汽车，行驶中右后轮制动‘发咬”。按常规对制动鼓与制动摩擦片的间隙进行调整，故障未能排除。,2017/4/9 0:00,EQ1090型汽车,北京,启动困难,制动器,没有阅读说明书
2713,EQ1090型汽车换挡困难,该车发电机的激磁电流是由蓄电池供给的，点火开关打开时，蓄电池的电流经点火开关、充电指示灯、发电机激磁绕组和调节器构成回路。当充电指示灯损坏（不亮）后，发动机工作时发电机即因无激磁电流而不能正常发电（这是由该车发电机的结构决定的），蓄电池消耗的电能得不到及时补充，起动机便因蓄电池缺电而不能正常工作，发动机也就无法起动。,一辆 EQll08G型柴  油汽车，正常使用中出现用起动机  不能起动发动机的故障。,2017/4/9 0:00,EQll08G型车,北京,车灯不亮,车灯,没有阅读说明书
2714,EQ1090型汽车启动困难,从表面看，此故障是由于溢流阀有轻微渗漏造成的，而根本原因则是加注了不洁净的燃油，油中的杂质进人溢流阀后使其关闭不严，空气即由此进人油路而形成气阻。这样，用起动机起动发动机时，难以在短时间内供足燃油，所以无法起动；而将车拖动一段距离后，较长时间的连续供油，基本上将油路中的空气排净，发动机也就能起动了。,一辆EQ2102平头柴油越野汽车，每天出车时发动机无法用起动机起动，而需用车拖一段距离（约20米左右）发动机才能起动；熄火后再用起动机起动却能顺利着车，且动力性、经济性均正常。,2017/4/9 0:00,EQ2102型汽车,北京,启动困难,发动机,修理不当
2715,EQll08G型车灯不亮,由于散热器放水开关被水垢和泥沙等杂物堵塞，开始放水时由于散热器里水位较高，水压尚能使水较快地流出；随着散热器中水位降低，水压逐渐下降，水流随之变小，致使在下水室的水还没有放完，下水室及回水管里的水就已结冰了。这样，第二天出车时散热器里的水便无法通过回水管进行大循环，于是就出现了散热器“开锅”的现象。散热器“开锅”后，热量逐渐向下水室和回水管传导，待其中的冰完全溶化后，散热器中的冷却水即恢复大循环，这就是汽车行驶10多分钟后散热器不再“开锅”的原因。,一辆EQ1090型载货车，冬季每天出车前给冷却系加满水后，行驶约10多公里就出现散热器“开锅”现象；停车约10分钟左右再起动运行，散热器则不再发生“开锅”现象，汽车也能正常行驶。,2017/4/21 0:00,EQ1090型汽车,北京,开锅,散热器,没有阅读说明书
2716,EQ2102型汽车启动困难,经研磨、清洗后装复，喷油泵工作恢复正常，柴油机顺利起动。,一辆东风翻斗车（装用 6105QC型柴油机），起动时无论如何也不着火。,2017/4/21 0:00,6105QC型,北京,启动困难,喷油泵,没有阅读说明书
2717,EQ1090型汽车开锅,更换锈蚀的柱塞后，故障现象不再出现。由于该车长时间q放，喷油泵润滑油中含的水分便使柱塞锈蚀而卡死，而且正好使齿条停在高速位置，所以柴油机只有高速而无法调速。,一辆装有6110型柴油机的汽车，停放很长时间后起动时，刚一着火柴油机就处于高速运转状态，放松加速踏板转速也不下降而且有“飞车”之势。,2017/4/21 0:00,6110型,北京,换挡困难,喷油泵,驾驶不当
2718,6105QC型启动困难,由于散热器放水开关被水垢和泥沙等杂物堵塞，开始放水时由于散热器里水位较高，水压尚能使水较快地流出；随着散热器中水位降低，水压逐渐下降，水流随之变小，致使在下水室的水还没有放完，下水室及回水管里的水就已结冰了。这样，第二天出车时散热器里的水便无法通过回水管进行大循环，于是就出现了散热器“开锅”的现象。散热器“开锅”后，热量逐渐向下水室和回水管传导，待其中的冰完全溶化后，散热器中的冷却水即恢复大循环，这就是汽车行驶10多分钟后散热器不再“开锅”的原因。,一辆EQ1090型载货车，冬季每天出车前给冷却系加满水后，行驶约10多公里就出现散热器“开锅”现象；停车约10分钟左右再起动运行，散热器则不再发生“开锅”现象，汽车也能正常行驶。,2017/4/21 0:00,EQ1090型汽车,北京,开锅,散热器,不定时检查车况
2719,6110型换挡困难,接头螺栓的铜垫片在第一次紧定螺栓时表面已被挤压出现了压痕，当把它拆下重新装复时，在螺栓挤压下又产生的新压痕，且无法与原来的压痕吻合，致使在接合面上存在一定的间隙。这样，将低、高压油路中的空气排净后，发动机虽然能起动，但外界的空气仍能从该间隙中进人油路，所以发动机运转几分钟后又因供油中断而熄火。只要该间隙不消除，此故障即会反复出现，表现为油路中的空气排不净。,1辆 EQ2102型平头柴油特种车，一次训练中气缸垫冲坏，但更换缸垫后，在供油系统正常情况下发动机不能起动。,2017/4/21 0:00,EQ2102型,北京,启动困难,发动机,意外
2720,EQ1090型汽车开锅,该车分电器固定触点的应是1个M4的螺钉，且安装时还应加上亚个平垫圈和1个弹簧垫圈，以免螺钉松动和过长。但该车驾驶员在保养分电器时丢失这个螺钉及两个垫圈后，随便找了一个稍长的螺钉代替，且未加垫圈，这样螺钉长出的部分正好顶在分电器的托盘上，使得触点底板不能转动，因而造成真空调节装置失效。也就是说，在发动机满负荷时，不能保持12°－14°的点火提前角，致使发动机点火过迟而出现上述故障。据此，在维护保养汽车时一定要保管好拆下的零件，一旦丢失应按技术要求选配，哪怕是小小螺钉也马虎不得。,1辆EQ1090型载货车，驾驶员对电路进行保养后，出现耗油量明显增加、运行中加速不良且发动机温度过高等症状。,2017/4/21 0:00,EQ1090型汽车,北京,耗油过大,发动机,责任心不强
2721,EQ2102型启动困难,由于驾驶员在保养化油器时，加速油道出油阀钢球掉入气缸，导致踩坳加速油道时钢球不能上行堵住虹吸孔，加速油道供油泄漏，造成起动困难和没有加速性能。且在加速过程中，由于节气门陡然开启，而加速油嘴不能参与供油，而机械加浓和真空加浓来不及参与工作，造成瞬时混合气过稀，导致发动机在急加速时熄火。又由于钢球落入气缸内，导致异响。提醒维修保养人员在保养化油器时，一定要细心，不能错装、漏装，以免引起不应有的故障。,一辆EQ1090型运输车，驾驶员就车保养化油器后，出现以下故障,2017/4/21 0:00,EQ1090型汽车,北京,启动困难,发动机,修理不当
2722,EQ1090型耗油过大,在正常起动发动机时，附加电阻断路，当发动机起动后，附加电阻接通，使发动机正常工作。若点火线圈附加电阻断路，发动机将不能正常工作。在行驶途中遇到上述情况时，可找一根导线装饰点火线圈附加电阻的两接柱联在一起暂时使用，回单位后立即更换，长时间使用，会使点火线圈温度升高损坏。,打开点火开关，起动机带动发动机正常运转，松开点火开关，发动机立即熄火。,2017/4/21 0:00,沈飞猎鹰,北京,容易熄火,发动机,没有阅读说明书
2723,EQ1090型汽车启动困难,造成故障的原因是通风单向阀弹簧过硬。当使用起动机时，曲轴单向阀不能吸附在阀座上，使大量空气直接经单向阀座大孔经进气管进入气缸，降低了化油器的真空度，不仅造成混合气过稀，而且混合气也难以进入气缸，导致发动机起动困难。,一辆刚保养过的EQ1090型汽车，在冷、热状态下均不易起动，特别是热车时，而当推车或向化油器中倒入适量汽油时，却易改动。,2017/4/21 0:00,EQ1090型汽车,北京,启动困难,起动机,修理不当
2724,沈飞猎鹰型容易熄火,观察进排气歧管及缸体之间有烟熏痕迹，再将发动机定在异响最明显的转速，用起子堵塞漏气处，如此时异响有变化，说明进排气歧管垫烧穿。进排气歧管垫烧穿后有细微的通道与大气相通，响声是在高压气体通过时产生的。,发动机在正常运转无异响，当急加速时，进排歧管处发出有节奏的异响，发出有节奏的振动声，断火后异响消失。,2017/4/21 0:00,EQ1090型汽车,北京,异响,发动机,不定时检查车况
2725,EQ1090型启动困难,先检查底盘各部位螺栓紧固情况，有无装配不合理和漏油现象，未发现异响；后支车试运转检查离合器、变速器、传动轴、后桥均无异常；重点检查后桥、传动轴拆检，对后桥的各齿轮各间隔及啮合印痕测量，未发现异常，最后装复后进行重载，故障依然存在，此时发现后桥钢板弹簧两侧虽然片数一样，但左右两侧高度不一致。经检查，右钢板中间垫板装反了。,一辆EQ1090型汽车，大修后承接时运行正常，但轻载时传动部分出现振动和异响，重载时异响更加明显。,2017/4/21 0:00,EQ1090型汽车,北京,异响,车垫,操作分心
2726,铁马XC2200载重车异响,由于散热器放水开关被水垢和泥沙等杂物堵塞，开始放水时由于散热器里水位较高，水压尚能使水较快地流出；随着散热器中水位降低，水压逐渐下降，水流随之变小，致使在下水室的水还没有放完，下水室及回水管里的水就已结冰了。这样，第二天出车时散热器里的水便无法通过回水管进行大循环，于是就出现了散热器“开锅”的现象。散热器“开锅”后，热量逐渐向下水室和回水管传导，待其中的冰完全溶化后，散热器中的冷却水即恢复大循环，这就是汽车行驶10多分钟后散热器不再“开锅”的原因。,一辆EQ1090型载货车，冬季每天出车前给冷却系加满水后，行驶约10多公里就出现散热器“开锅”现象；停车约10分钟左右再起动运行，散热器则不再发生“开锅”现象，汽车也能正常行驶。,2017/4/21 0:00,EQ1090型汽车,北京,开锅,散热器,知道故障不修理
2727,EQ1090型汽车异响,分析一下原因,有一辆EQ1090油罐车大修发动机后，行驶不足5000公里，就更换了两次飞轮壳，且损坏的地方均为起动处。,2017/4/21 0:00,EQ1090油罐车,北京,飞轮损坏,飞轮,意外
2728,EQ1090型汽车开锅,一般情况下，有以下几种原因,一辆EQ140运输车，车辆起动困难，此现象越来越严重。,2017/4/21 0:00,EQ140型汽车,北京,启动困难,起动机,意外
2729,EQ1090油罐车飞轮损坏,根据现象，首先进行断火试验，各缸工作无明显变化，拆下各缸火花塞进行吊火试验，故障依旧存在，各缸缸线跳火良好。其次，路试时没有发现动力下降，可排除气缸漏气的可能。通过进一步分析检查，义为少数缸不工作的可能性较大，于是检查、清洗火花塞之后发现三缸火花塞绝缘陶瓷有裂纹，导致三缸不工作。更换三缸的火花塞，故障排除。,一台东风运输车，发动机高、中、低速时，消声器发出有节奏的突突声，且怠速稍高或慢加速时现象明显，拉阻风时无好转，尾气稍有黑烟。,2017/5/1 0:00,东风运输车,北京,冒黑烟,消音器,没有阅读说明书
2730,EQ140型汽车启动困难,拆下变速器检查，其操纵机构、传动机构均无故障。针对变速器各装置正常却频繁跳档的现象，怀疑故障可能是出在离合器或飞轮、飞轮壳等部位，拆下离合器检查，未发现异常。当从发动机缸体上拆下飞轮壳时，发现没有装飞轮定位销。 漏装定位销，除汽车运行时飞轮壳在缸体上会产生位移外，还会造成曲轴与变速器第一轴同心度增大，引起变速器跳档。,一台东风EQ1091运输车大修后，出现变速器跳档现象。,2017/5/1 0:00,EQ1091型汽车,北京,变速困难,变速器,责任心不强
2731,东风运输车冒黑烟,首先，从现象上看，响声随转速变化，且断火声音消失，初步判断为连杆瓦响，打开发动机气缸盖和油底壳，发现五缸活塞顶边缘有明显的撞击痕迹，摇车将五缸的活塞运动至上止点，用手压活塞有明显的运动间隙，拆下五缸的连杆轴承，发现严重烧蚀。更换五缸连杆瓦后装复，故障排除。,边防部队有一辆东风EQ245牵引车在各种转速下都出不正常的响声。怠速时发动机发出“拱、拱、拱”的撞击声，高速时发动机发出“哒哒哒”、“拱拱拱”的响声，中速时断火试验，响声减弱，其中一个缸断火，声音消失。,2017/5/1 0:00,东风EQ245,北京,异响,发动机,操作分心
2732,EQ1091型汽车变速困难,根据以往的经验，东风车烧机油有四种可能，一是通风单向阀漏装、装反或堵塞；二是配缸间隙过大；三是气门杆与气门导管间隙过大；四是进气挡油罩失效或漏装。通过拆检，上述现象一一被排除，最后察看气缸盖时，才意外发现第五缸缸口翻边处有烧蚀现象，而烧坏处与机油上油道相通，故障就出在此处。,一台东风运水车，在运行过程中，消声器中排出大量的蓝烟，烧机明显，拆下火花塞检查，五缸火花塞已被油渍湿。,2017/5/1 0:00,东风运水车,北京,冒黑烟,消音器,不懂保养汽车
2733,东风EQ245异响,停车用用慢、急加速的方法反复试车，初步确定为高压火花弱，熄火后检查中央高压线跳火情况，基本正常。尔后检查各缸的跳火情况，发现火花时强时弱，甚至有断火现象无规律。于是对高压电路重新进行检查，发现分电器内低压接柱与活动触点接触不良。由于接触不良，在没有振动时，还能正常工作，一旦在中高速行驶时，由于振动加大，出现断火现象。,有一辆EQ1090运水车，低速时发动机运转正常，而在中、高速时工作不稳，有抖振现象，且化油器回火、消声器放炮冒黑烟，重载时现象明显，动力不足，车速不能随油门变化而迅速提高。,2017/5/1 0:00,EQ1091型汽车,北京,怠速不稳,发动机,责任心不强
2734,东风运水车冒黑烟,从现象表面上看，产生此响声可能性有,一台EQ1090运水车，大修后行驶约1000公里，发动机在怠速运转时，发动机后部发出“咔啦、咔拉”的声音，断开5、6缸后声音明显，踏下离合器踏板后声音减弱。,2017/5/1 0:00,EQ1091型汽车,北京,异响,发动机,修理不当
2735,EQ1090运水车启动困难,从现象表面上看，产生此响声可能变速器齿轮损坏，或内有异物；拆下变速器后试车，响声不减弱，故障不在变速器，装复后，再发动发动机，故障依旧，拆下离合器，发现减振弹簧良好，但曲轴与飞轮的固定螺栓松动。装复离合器、变速器，试车后故障消失。,一台EQ1090运水车发动机在怠速运转时，发动机后部发出异响，断开5缸后声音明显。,2017/5/1 0:00,EQ1091型汽车,北京,异响,发动机,上次修理失当
2736,EQ1091型汽车怠速不稳,检查油路工作正常，怀疑故障在高压电路，分别对火花塞、高压线、分缸线及分电器盖、分火头进行了检查，均未发现问题，后更换了分电器总成，故障仍未消失。对各缸进行断火试验，发现个别缸有时缺火，但缺的缸不固定，怀疑低压电路有断电现象，然后对电流表、点火开关、点火线圈、分电器的导线、接头进行检查，发现点火开关至点火线圈接线处接触不良。汽车在行驶中由于振动造成接触不良处时断时连，故点火电路断电时，造成高压线缺火，但缺火的缸不固定，以致汽车加速或负荷增加时无力，排气管发出“突突”声响。将点火线圈与点火开关之间连线紧固连接好，故障排除。,一辆EQ1090运输车的发动机，起动容易，怠速工作稳定，但在上坡时，动力下降，爬坡无力，排气管发出“突突”声。,2017/5/1 0:00,EQ1091型汽车,北京,行驶无力,发动机,责任心不强
2737,EQ1091型异响,经检查，油电路均无异常，采取逐缸断火，汉将第三缸火花塞上的分缸线拨掉后，发动机的转速无明显变化，但化油器进气口响声消失，再装上分缸线，响声出现。说明第三缸有问题。于是打开气门室罩，转动曲轴，使分火头转向第三缸位置，检查第三缸点火位置，检查气门脚间隙，发现该缸的气门脚间隙过大，该缸气门脚间隙锁紧螺母松动。由于螺母松动，气门不能打开，气缸内的废气不能排出，对曲轴旋转起到阻碍作用，当进气门再次开启时，废气通过进气门由化油器排出，导致上述现象。,有一台EQ240巡逻车，在执行任务时，化油器出现有节奏的类似回火的响声，且有向外喷油现象。发动机动力明显下降。,2017/5/1 0:00,EQ240巡逻车,北京,动力不足,发动机,知道故障不修理
2738,EQ1091型异响,"检查配气相位是否准确，首先应检查第一缸供油记号对正后，飞轮与壳上的记号是否对正，凸轮轴齿轮记号是否对正.若末对正,应进行调整.再检查顶置式配气机构的摇臂限位弹簧有无漏装或折断而不起限位作用,使摇臂在摇臂轴上发生轴向移位,与气门杆尾端错开,气门不能按时关闭.对于VE泵喷油电磁阀,用欧姆表测量如数值,即可确定其是否工作.",6BT柴油机起动时转速正常，配气相位失准，气门的打开时，其与活塞在气缸中的行程不协调。如活塞在气缸中作压缩行程时，进气门与排气门打开着。新气被赶出气缸，以致气缸中没有燃烧气体，便无法起动。,2017/5/1 0:00,铁马XC2200舟桥车,北京,启动困难,喷油泵,不懂保养汽车
2739,EQ1091型汽车行驶无力,故障原因,一台WJ94轮式装甲防暴车起动时，排气管冒出大量白烟。,2017/5/1 0:00,WJ94轮式装甲防暴车,北京,冒黑烟,发动机,没有阅读说明书
