equipment,doc_id,title,create_time
燕京YJ6501,2942,燕京YJ6501制动阀漏气故障,"2017-07-07 00:00:00"
松辽SLQ6502,2943,松辽SLQ6502起动机空转,"2017-04-14 00:00:00"
WJ94装甲防暴,2944,WJ94装甲防暴动力不足,"2017-08-01 00:00:00"
奥迪A1,2945,奥迪A1发电机充电量过大,"2017-04-22 00:00:00"
WZ901保安车,2946,WZ901保安车气缸不工作,"2017-02-02 00:00:00"
机油泵驱动齿轮,2947,骊山LS6911机油泵驱动齿轮异响故障,"2017-02-23 00:00:00"
沈飞猎鹰,2948,沈飞猎鹰起动系疑难故障,"2017-03-31 00:00:00"
铁马XC2200舟桥车,2949,铁马XC2200舟桥车造成连续烧瓦,"2017-04-03 00:00:00"
茶花KQC1042B,2950,茶花KQC1042B制动气压不足,"2017-01-05 00:00:00"
ZSL92式轮式步兵战车,2951,ZSL92式轮式步兵战车电路故障,"2017-03-03 00:00:00"
WZ901轮式装甲安全车,2952,WZ901轮式装甲安全车单缸电时试验机不能起动探因,"2017-03-12 00:00:00"
跃进NJ1041MS,2953,跃进NJ1041MS冷启动困难,"2017-07-01 00:00:00"
五岳TAZ3090,2954,五岳TAZ3090刹车失灵,"2017-07-03 00:00:00"
猎豹飞腾,2955,猎豹飞腾发动机机油消耗量过大,"2017-04-09 00:00:00"
东风EQ1090E,2956,东风EQ1090E水箱“开锅”,"2017-05-05 00:00:00"
奥迪A1,2957,奥迪A1发动机异响,"2017-03-09 00:00:00"
WZ901保安车,2958,WZ901保安车排气管冒黑烟,"2017-06-03 00:00:00"
五岳TAZ3090,2959,五岳TAZ3090充电指示灯不灭,"2017-04-06 00:00:00"
北汽勇士,2960,北汽勇士汽油消耗量过大,"2017-04-25 00:00:00"
汉阳HY4320S半挂牵引车,2961,汉阳HY4320S半挂牵引车履带断裂,"2017-06-05 00:00:00"
北汽勇士,2962,北汽勇士怠速不稳,"2017-03-03 00:00:00"
铁马XC2200载重车,2963,铁马XC2200载重车冷启动困难,"2017-04-04 00:00:00"
五岳TAZ3090,2964,五岳TAZ3090蓄电池突然损坏,"2017-07-06 00:00:00"
海虹QYJ5,2965,海虹QYJ5汽车摆头,"2017-07-08 00:00:00"
北起CWY12,2966,北起CWY12锁止失效,"2017-07-09 00:00:00"
北起BCW5122JQZ,2967,北起BCW5122JQZ的“哧哧”声,"2017-07-10 00:00:00"
黄河DD5100GJY,2968,黄河DD5100GJY怠速不稳且不易起动,"2017-06-18 00:00:00"
远达SCZ5090GJYEQ,2969,远达SCZ5090GJYEQ化油器故障,"2017-07-15 00:00:00"
黄河DD510GYY,2970,黄河DD510GYY缺门反复发响,"2017-05-01 00:00:00"
远达SCZ5100,2971,远达SCZ5100配气相位严重错乱,"2017-06-16 00:00:00"
松辽YJ6501,2972,松辽YJ6501分电器盖窜电,"2017-04-25 00:00:00"
猎豹飞腾,2973,猎豹飞腾经常不来油,"2017-05-06 00:00:00"
远达SCZ5100,2974,远达SCZ5100起动机无反应,"2017-01-25 00:00:00"
远达SCZ5100,2975,远达SCZ5100汽油发动机故障,"2017-02-26 00:00:00"
远达SCZ5100,2976,远达SCZ5100空调不制冷,"2017-04-05 00:00:00"
五岳TAZ3090,2977,五岳TAZ3090点火线圈突然爆炸,"2017-03-06 00:00:00"
五岳TAZ3090,2978,五岳TAZ3090发动机工作不良,"2017-06-26 00:00:00"
五岳TAZ3090,2979,五岳TAZ3090起动机故障,"2017-02-05 00:00:00"
奥迪A1,2980,"奥迪A1起动机不转动 ","2017-04-05 00:00:00"
奥迪A1,2981,奥迪A1起动机转动无力,"2017-05-09 00:00:00"
海虹QYJ5,2982,"海虹QYJ5发动机低速时的""吱吱""声","2017-01-01 00:00:00"
海虹QYJ5,2983,海虹QYJ5活塞环折断,"2017-04-05 00:00:00"
松辽YJ6501,2984,松辽YJ6501制动跑偏故障,"2017-02-05 00:00:00"
松辽YJ6501,2985,松辽YJ6501离合器传动销故障,"2017-05-03 00:00:00"
黄河DD510GYY,2986,黄河DD510GYY发动机更换气缸后无法起动,"2017-05-08 00:00:00"
黄河DD510GYY,2987,黄河DD510GYY刚大修的发动机严重烧润滑铀,"2017-07-23 00:00:00"
跃进NJ1041MS,2988,跃进NJ1041MS发电机不发电故障,"2017-02-02 00:00:00"
跃进NJ1041MS,2989,跃进NJ1041MS使用制动后不发电,"2017-05-08 00:00:00"
铁马XC2200载重车,2990,铁马XC2200载重车化油器严重回火故障,"2017-06-06 00:00:00"
北起BCW5122JQZ,2991,北起BCW5122JQZ急加速不良,"2017-05-03 00:00:00"
铁马XC2200载重车,2992,铁马XC2200载重车排除气阻故障,"2017-03-02 00:00:00"
北起BCW5122JQZ,2993,北起BCW5122JQZ排除气阻故障,"2017-06-08 00:00:00"
松辽YJ6501,2994,松辽YJ6501灯泡座被污物覆盖,"2017-05-03 00:00:00"
松辽YJ6501,2995,松辽YJ6501高温易熄火,"2017-05-03 00:00:00"
解放CA1090,2996,解放CA1090踩制动踏板时大灯亮,"2017-06-08 00:00:00"
WZ901轮式装甲安全车,2997,WZ901轮式装甲安全车交流发电机不发电故障,"2017-03-01 00:00:00"
解放CA1090,2998,解放CA1090扭杆弹力失准与变速器故障,"2017-03-02 00:00:00"
WZ901轮式装甲安全车,2999,WZ901轮式装甲安全车排气管“隆、隆”声,"2017-03-03 00:00:00"
WZ901保安车,3000,WZ901保安车分离轴承烧蚀引发的故障,"2017-03-06 00:00:00"
ZSL92式轮式步兵战车,3001,ZSL92式轮式步兵战车发动机连续“抱轴”,"2017-08-01 00:00:00"
WZ901保安车,3002,WZ901保安车变速器出现齿轮撞击声,"2017-02-03 00:00:00"
ZSL92式轮式步兵战车,3003,ZSL92式轮式步兵战车熔丝连续熔断,"2017-05-12 00:00:00"
跃进NJ1041MS,3004,跃进NJ1041MS制动阀漏气故障,"2017-05-03 00:00:00"
远达SCZ5090GJYEQ,3005,远达SCZ5090GJYEQ蓄电池突然损坏,"2017-05-09 00:00:00"
跃进NJ1041MS,3006,跃进NJ1041MS排气管冒黑烟,"2017-03-26 00:00:00"
铁马XC2200舟桥车,3007,铁马XC2200舟桥车怠速不稳,"2017-03-06 00:00:00"
远达SCZ5090GJYEQ,3008,远达SCZ5090GJYEQ输油泵故障,"2017-03-09 00:00:00"
跃进NJ1041MS,3009,跃进NJ1041MS发动机无法启动,"2017-07-06 00:00:00"
铁马XC2200舟桥车,3010,铁马XC2200舟桥车无法启动故障,"2017-03-28 00:00:00"
骊山LS6911,3011,骊山LS6911空调故障,"2017-04-29 00:00:00"
铁马XC2200舟桥车,3012,铁马XC2200舟桥车空调不致冷,"2017-03-31 00:00:00"
WJ94装甲防暴,3013,WJ94装甲防暴发动机不能启动,"2017-03-28 00:00:00"
骊山LS6911,3014,骊山LS6911发动不着,"2017-05-28 00:00:00"
WJ94装甲防暴,3015,WJ94装甲防暴发动机无法启动,"2017-04-23 00:00:00"
猎豹飞腾,3016,猎豹飞腾发动机间歇性无法启动,"2017-03-25 00:00:00"
五岳TAZ3090,3017,五岳TAZ3090怠速不稳,"2017-06-25 00:00:00"
猎豹飞腾,3018,猎豹飞腾不能启动,"2017-04-30 00:00:00"
松辽SLQ6502,3019,松辽SLQ6502费油,"2017-05-31 00:00:00"
五岳TAZ3090,3020,五岳TAZ3090启动困难,"2017-04-30 00:00:00"
茶花KQC1042B,3021,茶花KQC1042B中控门锁突然失灵故障,"2017-02-05 00:00:00"
松辽SLQ6502,3022,松辽SLQ6502启动机故障,"2017-03-31 00:00:00"
ZSL92式轮式步兵战车,3023,ZSL92式轮式步兵战车发动机启动困难,"2017-06-21 00:00:00"
茶花KQC1042B,3024,茶花KQC1042B无法启动,"2017-05-31 00:00:00"
ZSL92式轮式步兵战车,3025,ZSL92式轮式步兵战车发动机启动困难,"2017-04-30 00:00:00"
汉阳HY4320S半挂牵引车,3026,汉阳HY4320S半挂牵引车排气管冒黑烟,"2017-04-21 00:00:00"
东风EQ1090E,3027,东风EQ1090E突然熄火后不能启动,"2017-01-21 00:00:00"
ZSL92式轮式步兵战车,3028,ZSL92式轮式步兵战车柴油机着火敲击声,"2017-05-23 00:00:00"
燕京YJ6501,3029,燕京YJ6501气门脚响,"2017-04-30 00:00:00"
北汽勇士,3030,北汽勇士凸轮轴轴承响,"2017-05-26 00:00:00"
东风EQ1090E,3031,东风EQ1090E水温高,"2017-04-25 00:00:00"
燕京YJ6501,3032,燕京YJ6501水温高,"2017-02-28 00:00:00"
